Age,Gender,Marital_Status,Education,Employment_Type,Years_Employed,Applicant_Income,CoApplicant_Income,CIBIL_Score,Existing_Debt,Property_Value,Loan_Amount,Loan_Term,Loan_Status
21,Female,Married,Graduate,SelfEmployed,9,158674,9256,404,767876,4204697,1239904,60,0
42,Female,Married,Graduate,Salaried,28,93532,56575,398,715339,4639289,1257522,360,0
27,Male,Single,HighSchool,Business,7,22812,61844,761,4589699,9814387,2116654,120,0
49,Female,Single,HighSchool,SelfEmployed,13,167026,31555,570,2535394,6096526,1524663,180,0
56,Female,Single,Postgraduate,SelfEmployed,1,137808,27056,770,2067636,5750295,1918902,360,0
25,Male,Married,Graduate,Business,8,64976,32252,865,3642693,2527320,1912105,360,0
40,Male,Married,HighSchool,Business,14,90715,77787,337,4027902,545475,1302060,120,0
50,Female,Single,Graduate,SelfEmployed,18,162661,89272,681,4411887,9115797,2151811,360,0
41,Female,Single,HighSchool,SelfEmployed,9,149345,47135,742,78077,7979816,1354352,180,1
52,Female,Married,Graduate,Salaried,3,93958,32920,401,784192,6763998,535928,180,0
56,Male,Single,HighSchool,Business,7,100774,7263,722,3344250,4523278,1214518,120,0
59,Male,Married,Graduate,Salaried,1,28050,66216,776,2159173,5154419,142291,360,0
23,Male,Single,Graduate,SelfEmployed,12,49998,53312,773,3976974,5007167,2327039,240,0
38,Male,Single,HighSchool,SelfEmployed,7,19173,26400,569,692924,3070115,1761655,180,0
49,Male,Married,Graduate,Salaried,16,118591,10578,492,1033668,8212079,1542181,360,0
55,Male,Married,HighSchool,SelfEmployed,9,71408,69267,394,125355,4722102,715937,180,1
57,Female,Single,Postgraduate,SelfEmployed,2,157961,24335,894,4467890,2381297,1988755,240,0
53,Male,Married,Postgraduate,Salaried,10,107036,97562,439,853392,6515877,381696,360,0
48,Female,Single,Postgraduate,SelfEmployed,0,133639,81938,496,1388509,7289408,670508,240,0
27,Male,Single,Postgraduate,SelfEmployed,18,119245,22931,328,4445975,3371656,614265,360,0
30,Male,Married,Postgraduate,Business,4,77875,25917,381,652755,4166344,1556048,180,0
32,Male,Single,HighSchool,Business,1,47088,79650,507,1513083,2673513,1498949,120,0
59,Male,Single,HighSchool,Business,19,83136,64619,702,2585171,789134,2868705,360,0
54,Female,Single,Postgraduate,SelfEmployed,26,18849,12360,780,777567,3216207,2458597,60,0
56,Male,Married,Postgraduate,Salaried,3,89816,2642,453,2283785,9723482,989493,180,0
41,Male,Married,Postgraduate,Business,29,70276,41243,748,3641644,4343139,838096,60,0
56,Male,Single,Postgraduate,Salaried,12,17093,12905,561,1908911,4502981,1519920,120,0
47,Female,Married,HighSchool,SelfEmployed,20,84212,2426,372,3800986,5832889,823858,240,0
37,Male,Single,Graduate,Business,17,25451,62956,338,221552,8932372,2320182,240,0
53,Male,Married,Graduate,SelfEmployed,15,167353,10442,360,4051889,2650205,1330137,60,0
31,Female,Married,Postgraduate,SelfEmployed,9,81897,26149,574,4595130,9325150,1425644,180,0
30,Female,Single,HighSchool,SelfEmployed,13,179530,90605,789,3628104,7266886,1383440,240,1
48,Male,Married,Graduate,Salaried,17,158927,85178,744,2903609,5806490,1743707,120,0
56,Female,Married,HighSchool,Salaried,14,193267,73233,362,2405514,5607385,1942360,360,0
24,Female,Married,HighSchool,Salaried,10,44493,92247,506,3302198,9186594,2210413,120,0
21,Female,Married,Graduate,Salaried,4,115336,35529,320,2932977,8297698,2887948,240,0
39,Male,Married,Graduate,Salaried,3,17187,77243,582,2773737,2207542,1992628,360,0
44,Male,Single,HighSchool,Business,22,194588,91683,476,61753,6147183,1572608,60,1
41,Male,Single,Postgraduate,SelfEmployed,12,99514,56358,724,4980137,7217526,176240,240,0
43,Female,Single,Postgraduate,Salaried,21,126900,93422,898,2534957,9051795,555150,360,1
37,Male,Married,Graduate,Business,4,187677,14955,317,1520373,7041600,2262077,60,0
52,Female,Single,Postgraduate,Business,9,58939,29345,533,1420827,7122766,1851797,180,0
35,Female,Married,HighSchool,Salaried,8,30534,85280,780,4798793,7837895,2955913,60,0
49,Female,Married,HighSchool,Salaried,21,147992,43937,392,688332,6146895,826448,360,0
49,Male,Married,Postgraduate,Salaried,6,135076,58692,604,4996546,5616934,2358233,60,0
59,Male,Single,Graduate,Business,16,54082,65048,550,564430,5360319,1571867,60,0
48,Male,Married,Graduate,Salaried,24,123117,14671,724,3090930,7359698,1614101,60,0
27,Female,Single,HighSchool,SelfEmployed,1,133696,94636,438,4755997,1993551,2536831,240,0
56,Male,Married,Graduate,Salaried,12,183017,47937,632,4639276,4522261,542899,360,0
49,Male,Single,HighSchool,Business,13,168407,45095,358,1862205,850067,1806826,120,0
51,Male,Married,HighSchool,Business,10,48665,9277,555,834440,6543995,756030,240,0
54,Male,Married,HighSchool,Salaried,3,167711,64712,549,4970809,3549316,2528271,360,0
59,Female,Married,Graduate,SelfEmployed,4,135018,89791,343,282140,8713062,1708795,60,0
48,Female,Single,Postgraduate,Salaried,15,32374,76674,875,3715929,4891401,2809236,120,0
32,Female,Single,Graduate,SelfEmployed,21,197799,60935,358,695532,795866,897057,240,0
30,Female,Single,HighSchool,Salaried,25,64522,99161,617,1982847,4591685,307352,180,0
58,Male,Married,Graduate,Salaried,29,193860,88031,455,962452,5283725,1870394,240,0
27,Female,Married,HighSchool,Salaried,14,58395,24031,639,966649,7993971,886635,60,0
48,Female,Single,Graduate,SelfEmployed,21,95764,20884,890,2991620,5368923,2544975,60,0
49,Male,Married,Graduate,Business,17,112537,81159,630,917472,4149279,2104517,180,0
40,Female,Single,Graduate,SelfEmployed,26,119927,14908,757,4217690,4149886,1439022,360,0
33,Male,Single,HighSchool,SelfEmployed,20,40525,79818,807,193839,7154754,606453,120,1
52,Female,Married,HighSchool,SelfEmployed,10,170065,44386,814,3232452,5447796,196393,180,1
45,Female,Single,Graduate,SelfEmployed,18,156994,36289,373,2399146,3571640,1645491,180,0
43,Female,Single,Postgraduate,Business,22,137564,68798,614,2298756,7600052,2888107,120,0
24,Female,Single,Postgraduate,Business,24,171685,14026,587,3438780,8017750,1646933,120,0
43,Male,Single,Graduate,SelfEmployed,8,146642,97790,481,917,7804000,951007,240,1
21,Male,Married,Postgraduate,Business,17,169542,59821,733,1384822,2307402,2049902,240,1
40,Female,Married,HighSchool,Business,29,117412,19404,737,4980249,5475467,1957447,180,0
42,Female,Married,Graduate,Business,29,113000,21119,639,488051,1325782,539439,180,1
27,Female,Single,HighSchool,SelfEmployed,23,74546,88151,555,947272,5414082,1636178,240,0
57,Female,Single,HighSchool,SelfEmployed,22,161232,56583,506,2237300,3121158,2048939,60,0
37,Female,Married,Postgraduate,Salaried,18,180386,48225,370,641593,2034227,2397905,120,0
52,Female,Single,Graduate,SelfEmployed,4,80149,26616,883,1234215,4338187,306903,180,0
28,Male,Married,Postgraduate,SelfEmployed,27,161480,57980,312,278495,9719865,1946357,240,0
51,Female,Married,Postgraduate,SelfEmployed,23,92694,15735,770,3980053,1200033,1013438,180,1
48,Female,Married,Postgraduate,Salaried,5,180129,66983,427,4908951,1371535,1883611,60,0
21,Male,Single,HighSchool,Business,24,176206,10345,480,2742455,2769409,1919400,360,0
45,Female,Married,HighSchool,Salaried,14,131841,9486,802,1135270,737068,930288,60,1
40,Female,Single,Graduate,Business,12,29031,80072,746,4230987,8370907,424934,60,0
55,Female,Married,HighSchool,SelfEmployed,3,47954,35303,528,1643909,6173938,1014424,240,0
46,Female,Single,Postgraduate,SelfEmployed,7,194992,67231,486,2570725,2926277,1007383,240,0
50,Male,Married,HighSchool,Salaried,21,132473,99023,705,1440351,6266140,1998917,60,1
26,Female,Married,HighSchool,Business,2,29079,49850,375,619696,6387774,220062,360,0
45,Male,Single,HighSchool,Business,20,192747,19942,682,2806284,7072531,1241452,60,0
56,Male,Single,HighSchool,Salaried,16,31279,68665,627,3512305,4780428,1516470,180,0
46,Male,Single,Graduate,SelfEmployed,4,86128,18108,571,82806,1778673,1074334,60,1
50,Male,Single,Postgraduate,Salaried,13,179957,44369,470,2279023,2938710,598512,180,0
35,Male,Married,Postgraduate,SelfEmployed,20,62574,43391,716,2914611,1808014,2347680,240,0
55,Male,Married,Graduate,SelfEmployed,11,34692,89037,371,2115226,7462365,1440683,60,0
31,Male,Single,HighSchool,Salaried,0,122228,75476,723,2593157,7558021,2680388,360,0
28,Male,Single,HighSchool,SelfEmployed,10,169455,58160,448,2382962,3966689,2176775,180,0
59,Female,Single,Graduate,Business,18,16051,75301,418,78116,9272978,2122643,240,0
42,Female,Single,HighSchool,Business,12,146379,56889,587,226256,7353878,520539,180,1
55,Female,Married,HighSchool,Salaried,9,27497,32551,746,2021835,9688295,2332791,120,0
24,Female,Married,HighSchool,Salaried,14,58919,82103,887,350679,7292566,1401133,360,1
45,Male,Married,HighSchool,Business,23,70805,31349,372,4432787,6561266,370146,360,0
23,Female,Single,Graduate,SelfEmployed,2,158464,44724,855,4472089,768449,2950774,120,0
40,Female,Single,HighSchool,SelfEmployed,15,129816,26177,677,1208468,1660152,1083667,360,1
53,Female,Married,Graduate,SelfEmployed,25,80785,19309,601,1473300,7259383,1698328,120,0
25,Female,Single,HighSchool,SelfEmployed,22,148059,25105,491,3010087,5144081,241449,60,0
28,Male,Single,Graduate,Salaried,25,75652,34484,610,916004,7035223,1693786,360,0
58,Male,Single,Graduate,SelfEmployed,15,170072,14011,329,792330,4974843,1842955,240,0
59,Female,Single,HighSchool,SelfEmployed,28,136724,62901,756,2269798,4681726,2547316,120,0
51,Female,Single,Graduate,SelfEmployed,21,101567,91748,410,936320,5510168,2175838,120,0
41,Male,Single,Postgraduate,Business,2,62111,39613,828,2877429,9210745,2705221,60,0
34,Male,Married,HighSchool,Business,13,57222,49223,744,1290894,1208092,1197996,60,0
51,Male,Married,HighSchool,Business,4,159341,65942,516,513953,6551865,2614734,360,0
46,Female,Married,Postgraduate,SelfEmployed,17,103209,75139,548,4777421,9279788,1602086,240,0
35,Male,Single,HighSchool,SelfEmployed,11,173114,89424,718,4941714,4843699,2832463,240,0
44,Male,Single,Graduate,SelfEmployed,10,196297,37952,654,122019,2265317,279001,360,1
35,Male,Married,HighSchool,Business,3,129527,5313,586,111362,4416533,1439527,180,1
51,Male,Single,Graduate,Business,7,182415,58219,670,3051622,1275292,2433647,180,0
50,Female,Married,Postgraduate,Business,4,96780,92892,722,4414011,1585610,271389,360,0
43,Male,Married,Postgraduate,Business,28,132229,39531,303,2362460,4787382,2150053,120,0
38,Male,Married,Postgraduate,Salaried,4,155489,58579,305,4262511,7125655,988698,180,0
31,Male,Single,HighSchool,Salaried,8,56938,49028,715,490999,3689189,717762,60,1
40,Female,Married,HighSchool,SelfEmployed,12,173458,31721,814,56635,2843136,1473713,60,1
29,Male,Married,HighSchool,Salaried,14,128710,35699,555,3978966,797883,2756225,360,0
45,Female,Married,Postgraduate,Salaried,13,176081,6782,324,3809395,3159786,1260714,360,0
41,Female,Single,HighSchool,SelfEmployed,16,143447,68477,875,1612033,3431531,780913,180,1
31,Female,Single,HighSchool,Business,2,130700,73914,561,1569720,5681930,1040335,120,0
32,Female,Single,HighSchool,Business,1,150994,4686,371,4750014,6789270,374349,240,0
32,Male,Married,HighSchool,Salaried,28,35855,83747,819,3053380,811385,2824559,240,0
48,Female,Single,HighSchool,Salaried,29,108846,22927,370,2201580,1994139,1379356,360,0
49,Male,Single,HighSchool,Business,19,27748,21097,320,3199039,3276374,2589331,360,0
40,Male,Married,HighSchool,Business,21,84855,41743,445,170948,6021452,2756018,120,0
33,Male,Married,Postgraduate,Salaried,3,181421,691,666,1770403,4871272,2254214,180,0
39,Female,Married,HighSchool,SelfEmployed,24,56347,3121,816,287635,1083510,2875677,180,0
57,Female,Married,Graduate,Business,12,135617,39560,434,397891,3581362,600201,180,0
41,Male,Single,HighSchool,SelfEmployed,20,15287,22337,486,4441971,5350825,2711393,240,0
44,Male,Married,Postgraduate,SelfEmployed,20,18178,31831,428,1151882,6956182,1044131,120,0
32,Male,Single,Graduate,SelfEmployed,27,22135,320,858,1923782,4396937,1508791,240,0
39,Female,Single,Postgraduate,SelfEmployed,10,119940,40130,311,3017193,2612368,2543445,120,0
36,Female,Married,Postgraduate,Business,19,117171,62559,680,4071867,7610953,2579840,360,0
57,Female,Married,Graduate,Business,24,101483,59754,582,3502415,6834625,154745,60,0
22,Female,Married,Graduate,Business,8,168263,86803,338,2215995,979809,2750432,180,0
56,Female,Married,HighSchool,Business,24,151269,7452,826,944740,8396403,2002716,360,1
30,Female,Married,Graduate,Business,23,84517,21153,427,1462603,636645,1142092,240,0
42,Female,Single,Graduate,Salaried,0,42564,28835,447,2629137,5276415,2139660,180,0
36,Male,Single,Graduate,SelfEmployed,13,49782,85709,695,1553744,4766988,1598710,360,0
27,Female,Married,HighSchool,Salaried,8,176077,6638,855,1596246,8694253,334318,180,1
53,Male,Single,HighSchool,Salaried,27,125674,81845,489,3535647,3078682,1664371,180,0
25,Male,Single,Postgraduate,SelfEmployed,24,55542,20245,807,4803290,9166712,1179367,60,0
40,Female,Single,HighSchool,SelfEmployed,14,65519,4042,353,2455257,3477299,443150,60,0
37,Female,Single,Postgraduate,Salaried,15,149066,69280,430,964795,2078458,1909771,240,0
40,Male,Married,Graduate,SelfEmployed,3,162698,86005,401,3021786,9026508,419658,360,0
33,Female,Single,Postgraduate,SelfEmployed,20,90986,85959,499,2531113,1041529,2774415,180,0
46,Male,Single,Graduate,Salaried,19,101226,84719,850,3709362,6977006,1816190,180,1
46,Female,Single,HighSchool,Business,1,109634,42431,668,1531817,7267835,2137312,180,0
28,Male,Married,Postgraduate,SelfEmployed,23,166818,88422,616,2026819,5709995,2532665,240,0
57,Female,Single,Graduate,Salaried,24,72724,86133,865,4101599,1890598,452621,120,1
31,Female,Married,Graduate,SelfEmployed,12,122286,85489,839,2455918,8553048,1559096,360,1
39,Male,Married,Postgraduate,Business,2,105909,20827,572,3730370,4188173,1115197,240,0
49,Male,Single,Postgraduate,Salaried,18,29693,27241,806,2693695,2268693,2091161,60,0
27,Female,Single,Postgraduate,Salaried,8,175073,83384,690,4600549,4716794,932307,60,0
21,Female,Single,Postgraduate,Salaried,3,142402,74229,559,4073542,6855421,1663825,60,0
55,Female,Single,HighSchool,Business,19,63785,507,712,3828239,2444606,710724,60,0
59,Female,Married,Postgraduate,SelfEmployed,8,51483,73373,577,1187018,5597579,2367357,240,0
38,Female,Single,HighSchool,SelfEmployed,28,88984,43390,741,1018454,6796665,1799564,240,0
28,Female,Married,HighSchool,Salaried,17,91382,7933,656,3126813,2113560,2393673,60,0
30,Male,Married,Postgraduate,Business,26,179744,17653,704,550428,2589706,1576285,360,1
35,Female,Married,HighSchool,Salaried,11,105385,18690,434,255658,2230283,854085,360,0
53,Female,Single,HighSchool,Business,10,56850,78545,495,4102748,7813367,1821793,240,0
26,Female,Single,HighSchool,Salaried,20,90318,87902,711,4563167,7963131,2930514,60,0
29,Female,Single,Postgraduate,Salaried,22,111452,87593,352,902473,626202,2274758,120,0
35,Male,Single,HighSchool,SelfEmployed,2,61418,62217,647,90140,2015554,1684645,240,1
58,Male,Single,HighSchool,SelfEmployed,7,166542,43129,639,1798594,4121420,2489127,360,0
23,Female,Single,Postgraduate,Salaried,20,21470,67598,525,1804053,9981623,2187024,360,0
21,Female,Single,Postgraduate,Salaried,24,179145,97624,764,1017497,4239469,354371,60,1
43,Male,Married,HighSchool,Salaried,10,173744,38417,489,190285,3696699,2617649,180,0
48,Male,Married,HighSchool,SelfEmployed,8,177023,80863,767,3152963,6087757,1211288,120,1
23,Female,Married,Postgraduate,SelfEmployed,29,55644,48664,447,1467217,3244686,331414,360,0
32,Male,Single,Postgraduate,SelfEmployed,24,84322,21650,334,3023846,3413293,2439189,360,0
44,Male,Single,HighSchool,SelfEmployed,22,152941,61078,739,1416693,9783409,1824854,240,1
48,Female,Single,Graduate,SelfEmployed,27,132626,45747,552,4396208,1211716,2867257,180,0
54,Male,Single,Postgraduate,Salaried,29,98286,41979,609,2505365,6812379,947405,240,0
42,Male,Married,Graduate,Salaried,8,25304,30341,363,1764694,6971530,1907254,360,0
38,Male,Single,Graduate,Salaried,24,111870,21398,765,3411031,860306,1604558,180,0
27,Female,Married,HighSchool,Business,26,44320,69876,408,1261368,2403124,2892537,360,0
33,Male,Single,Graduate,Business,20,82163,73755,836,2945081,6734408,724773,180,1
58,Female,Single,HighSchool,Business,1,44863,5622,654,1524960,7278519,2923698,120,0
44,Male,Single,Postgraduate,Salaried,3,117552,51628,807,2583677,9760513,243704,120,0
49,Male,Single,HighSchool,Salaried,15,153421,71154,341,4714386,2896640,1143361,240,0
38,Female,Single,Graduate,Salaried,5,29175,6191,790,1784094,739608,647571,120,0
44,Female,Single,Graduate,SelfEmployed,14,15515,66727,820,895596,8148392,2531129,240,0
37,Female,Single,HighSchool,Salaried,19,111502,3332,378,3942033,9317164,1778083,120,0
30,Male,Single,Graduate,SelfEmployed,15,191318,7533,820,3912669,4491818,1946780,120,1
33,Female,Married,Graduate,Salaried,9,39648,32966,429,3401461,2760791,346331,360,0
43,Male,Married,Postgraduate,SelfEmployed,4,32118,22616,733,1860371,8278512,1671480,360,0
59,Female,Married,HighSchool,Business,2,59130,29265,886,2952053,3791987,519007,360,0
39,Female,Single,HighSchool,Business,14,34773,4239,683,4507863,4763272,593891,60,0
55,Male,Married,Graduate,SelfEmployed,5,135419,31186,604,3884175,8225166,2742151,180,0
28,Female,Married,HighSchool,Business,16,174422,33798,454,4205089,1620803,1005112,120,0
43,Female,Single,Postgraduate,Salaried,22,143848,64173,451,3483978,6442654,1745437,120,0
48,Male,Single,Postgraduate,Salaried,13,169546,21045,483,922426,1178066,1977779,180,0
27,Male,Single,Graduate,Salaried,7,190138,61826,536,3867239,1808166,2969530,60,0
47,Female,Married,HighSchool,SelfEmployed,8,85474,38185,874,3424638,3238384,504911,360,1
52,Male,Married,HighSchool,Business,2,186277,98750,667,1361212,6380926,1703344,240,0
44,Female,Single,Postgraduate,Business,21,134501,70990,378,2057797,9690426,2039726,120,0
56,Male,Married,HighSchool,SelfEmployed,29,193734,86988,660,492503,4912903,2435071,360,1
52,Female,Married,Graduate,Salaried,0,56505,62699,633,1467256,4849025,2108145,360,0
51,Female,Single,Graduate,Business,13,68639,14645,685,4717776,9295492,359021,60,0
50,Male,Married,Graduate,Salaried,20,160698,28132,605,1329785,7679391,205072,180,0
37,Female,Married,HighSchool,Business,3,152126,99809,689,4401744,8675576,2965599,180,0
57,Female,Single,Graduate,Business,24,115963,40277,577,3846300,5647501,1027328,120,0
27,Male,Single,Graduate,Salaried,23,120603,11523,424,3169562,8407386,1117375,60,0
48,Female,Single,HighSchool,Business,29,20583,4897,898,1120113,5092087,2851088,360,0
38,Female,Single,Graduate,Salaried,10,52052,57769,378,3441558,9511698,2129341,120,0
54,Female,Married,HighSchool,SelfEmployed,23,94465,89862,595,637509,5869337,1427296,240,1
49,Male,Married,Postgraduate,Salaried,26,77894,34635,597,1629618,3874775,2290002,240,0
44,Male,Married,Graduate,Business,16,59462,61382,382,1807317,4202590,1583702,240,0
55,Female,Married,Graduate,Business,10,124779,18557,712,4646386,9222856,1626369,60,0
